97daaccc69a3aa41de6cab84cfe9f4e8,000b3754ebc6f6e67d06b0859dad767b0df675dc9b7be44149b0446df75b56ce, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, push mov mov , call mov mov , mov test , mov add , call push 
8b2ccc30e22f18dabc0ca58678860c1d,0002cfc6e73ba6b3679f93f59084df136489ca1cb457a804d26d7b848f7564d0, Trojan-Spy, Win32, Noon, HEUR:Trojan-Spy.Win32.Noon.gen, 2020, cmp jz mov , mov call , test jz , mov mov mov , mov mov mov 
d42bc350cfe0ce7ac9308634893139da,000db4ecadd009a3873d89562a3887aa9aa6bb04db9595f11ca29ed6466323e0, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2014, push call , push lea , mov xor , push push call , mov lea 
e8f18674b2d68c4efcb51097546bdf6a,0003ff1cdc3506c131936e01f47d67c49f6a6f4ecf86685bd83f1b136df4840f, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2013, mov call mov , push lea , mov cmp , pop pop pop , mov test 
4a9faf014c1685f3c58d8e1a8eaaff3f,000717badf28275cb9ec798c5d14529bd2a83f20c1aa2609b9743ac4db72d8f0, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2013, lea call , lea call , mov mov mov , retn mov , push lea 
1671858f8358c12f180c35a3c9e629e1,00018a7e7d35e90486bca4b8f24109506bae73253a8c40225312e81cd1186eef, Trojan, Win32, Vilsel, Trojan.Win32.Vilsel.bpxe, 2013, mov jmp , mov mov , cmp jz , mov push push , pop pop pop 
2bf58c0e56fd6a4619ad1a5d5c7960dc,00037f4f0fa49cbafece13b48e6542418e412c4fa7ccf665a65900fbce68687a, AdWare, Win32, Eorezo, not-a-virus:AdWare.Win32.Eorezo.gtyn, 2021, push push , mov call , cmp jz mov , mov jmp , push mov call 
4bfd91a31f4d6dc12e5fb1cdf75832cd,00090ad584554dcb34c432b486eaff080caecbd94a194951f99f8a83cd4b2beb, Trojan-PSW, Win32, Kykymber, Trojan-PSW.Win32.Kykymber.dolx, 2012, mov test , mov lea , mov pop , mov jmp , mov xor 
7384c9267ce47da4cedcce95e0230c7c,0005a04493c13c87ee7bbf2974a571afb56974a511bd0fcb212a82aea1bdc2b0, Email-Worm, Win32, Mydoom, Email-Worm.Win32.Mydoom.l, 2018, mov lea , lea mov , push push mov , push mov mov , jz mov 
cd41ab6e476402f72c2edcba63bb9a92,000966d8c8635db126edafc242c2d43f1898137ab37a5ad9ac15a6463a9055ee, Trojan-Ransom, Win32, Wanna, Trojan-Ransom.Win32.Wanna.zbu, 2019, mov mov cmp , push mov push , cmp jz mov , mov push call , cmp mov 
8eff6ac555518292a506d6849f0a8c8f,000222046294425aae35063b48208ef44da3ee5a51552ed4011e0e0584be29c8, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2014, push push mov , pop retn , mov add , cmp jnz , mov push mov 
1215fbfa3dc13e74e3587fdb7c96af46,000e4d1a5eda91ec7ac4877517a3ff355e82742cf9621c54d4b794501146bd5d, Exploit, JS, Pdfka, Exploit.JS.Pdfka.flm, 2016, mov push call , mov push mov , push push mov , cmp mov , push mov mov 
887e79533f94102b182674ecb0c731f0,000e64a63bbd7b76aead497cea199e7dababb195234dd53f223df6821b007102, AdWare, Win32, Generic, HEUR:AdWare.Win32.Generic, 2014, xor mov , call pop , cmp mov , mov call mov , lea push 
68a254865c3bbb4bf6fb1e041e8da6b1,000962645cd5f29c871e6a4342754d663bf2ef8d9b4585d58de20e67265270e9, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2015, push push mov , mov pop , jz mov , push call , jz mov 
dc9778459ba360d10ffc39a9f00fd983,000cae426f37caaea36454a71c0e8a140d4dab4342c30d6fca025dea3ddb047b, Trojan, Win32, Swizzor, Trojan.Win32.Swizzor.e, 2018, lea call , lea mov , call push , cmp mov , mov mov mov mov 
d97a362b7f0b53cddd6d092550866e92,00094d638164ebc93040493a51bdb01123bd9fc872c16c9832edf766b76d1e77, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, push call , cmp mov , mov cmp , mov test , mov test 
0ecf4104ab0bcc300e2506d3169f4a23,00029633964d0302947d0e893b563ca998ce3edbc045270c63e2a6ab723c1051, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, mov mov mov , push mov , push mov mov , push push push , mov mov cmp 
fa3409e028a9e3e3c82c4373c8c70060,00002d7a3ed6d05c0ce5f0e6babbedcf95ea37b1ea9be874057c3f2f7db9236c, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, jz mov push , push push mov , lea call , lea push , call push 
30c378455e0f3d63994616afc6f71d85,00054f5e6bfbad677caf5f2df60c43bbfcee2b6eabc7e00fdc17bb7266e6a769, Virus, Win32, Nimnul, Virus.Win32.Nimnul.e, 2014, push call , jz mov push , mov mov mov , mov mov cmp , mov xor 
eaa2892bc72e56d6cb697b19d89ef936,000c87c51055249f9c11db6f799447564a8f29060229ec79dfa9f55b57340953, AdWare, Win32, Agent, UDS:AdWare.Win32.Agent, 2018, call mov mov , push call , push lea , cmp jz , mov jmp 
cf7fd1c79379e77e75fb16287dbf30f7,000b1914bc5777440ecaa6a988cfde1671411c2447b68375dde39e4609f146b7, Trojan-Downloader, HTML, JScript, Trojan-Downloader.HTML.JScript.dr, 2019, jz mov push , mov push mov , jz mov push , call pop , mov mov mov 
5f1aa7db0060a027fc9e934c29fe231a,00040f05cdae9b0d57e3952470a22c66949b3143a91a34d5de1e5b95cd027a87, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, test jz , call mov mov , lea mov , mov push mov , pop mov 
49c30cf0beeb869031b0283abd16675a,0009d95ded23de294c1921aadd6c269687e4761f89d8243909bbd85ee1f1c39c, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, call mov , mov cmp jz , mov mov mov mov , call mov mov , mov mov cmp 
0250ba207bdaed9f3ade8535bde58ad6,000f520854c579b59277eedc3e9757b75b3247345bbd9803bf1a9e9135773751, Trojan, Win32, Yakes, Trojan.Win32.Yakes.kzbk, 2018, push push mov , lea push , call mov , call mov , mov push 
a8d7df3feef5e92aee36fa9491ca5f50,000e67f74206f45657dd9b2953d32ce3ede7b7026a620f2c6c0c4f45b648e896, AdWare, MSIL, DomaIQ, not-a-virus:AdWare.MSIL.DomaIQ.clek, 2014, jnz mov , cmp jnz , cmp mov , test jz , mov push 
20623e4a3d0c27b36dbf54c893707330,000b1329dc2ff2dba998a440ba25cf55b6117fd3cf1fc95a48678c33e75d9bfc, Trojan, BAT, Qhost, Trojan.BAT.Qhost.tn, 2014, pop retn , push mov push , call pop , mov add , mov cmp jz 
d08cce10402b65f1dcb8a03998a415d3,000e2a1f3dcf5dfceddb2bd05c397ba7903e188d420a9491dab6dbc188884366, AdWare, Win32, MultiPlug, not-a-virus:AdWare.Win32.MultiPlug.ofod, 2013, push mov push , cmp jnz , cmp jz mov , push mov mov , retn mov 
f2ce26ac8682a69135e42b81aedbae92,00039b67fe3ed9f40d308472233de3af750204f54720f05f1ae7f2cec9b76470, AdWare, Win32, DLBoost, HEUR:AdWare.Win32.DLBoost.gen, 2018, cmp jz mov , mov call mov , jz mov , call mov mov , call mov 
665e14383feab98c76921ab91a95e11b,0002c2abb4202e54cfebcea73be2d72ae4184d4f8252307ea143195e2bec921f, AdWare, Win32, Fiseria, not-a-virus:AdWare.Win32.Fiseria.hv, 2015, push mov , test jz , lea push , push call mov , mov lea 
80ce564701ef9775cc682bc99f4a6ef8,0003230a50982d795ee254f4e0f89d8b16314e03b9f931c355f9943f5e9df7ef, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, push push , push mov call , push mov call , cmp jz , mov pop 
cacfc21c3cef656032426fe44abf58c1,000ea94f251bb095e21310849bc5793a1f03268401c1fdc98cadeb74bbe8ec97, Trojan-Downloader, JS, Agent, Trojan-Downloader.JS.Agent.hbs, 2018, lea push , push mov , push mov , jz mov , jz mov 
1f57bc90d6de353afc8f570b17aa1458,000c260a643805affd26652ca77159959d052cd42b0a86b3fe0906dc466cced5, Worm, Win32, AutoRun, Worm.Win32.AutoRun.buei, 2013, test jz , push call mov , mov cmp jz , push mov , pop pop 
c1fd68a7a02bc4d170297b55d8087b83,0000f8e2ada41936d673dc4518417a2ec3a48c22dad830d200b85592a2b2f341, Trojan, Win32, Refroso, Trojan.Win32.Refroso.gefl, 2016, lea push , test jz , mov push , retn mov , cmp jz 
e74b71f586692fad88781db09331c5f6,000d8711b9ff8646dac5e623f19ef5089d16317bb27d853409335ca2eaba2988, Trojan, JS, Iframe, Trojan.JS.Iframe.afp, 2019, jz mov push , call push , mov mov mov mov , mov push call , mov add 
ea3dc017e938c9feee93f62a09a62be6,0004b6adafff9023c3b243789fd897a36e677884f23d30b9acf2a2bd9e04029d, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2013, lea call , jz mov , mov mov cmp , push lea , cmp jz 
44ae497899ea3114ebc9e8a8cf171d18,0001d393d40167b37a646a522dd85461629ef3b8d00a77e0f9e714113b6ad378, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2013, lea call , call push , push push , mov lea , push mov 
12498611e55d1133936c04648718dccb,0002d07f78c42af9cf962faa6c90afddc110730cb2514c3c7be30f181e0993de, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2010, push call mov , pop pop pop , push mov call , jz mov push , push mov push 
ae587fd2802b9556cb0e9e8b0f993409,0009a80baea922642b6b76d67568cdc22d8c8c4be426bbc13b6a5e78548dcaf8, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2018, pop pop pop , push mov , mov jmp , mov mov mov , mov pop 
d15ef9c4bfb59e99b6245ed921248165,000079f23f2adcca4320f66198db25a0cbf1cfa1700615405553f7ffa2bf14ef, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, lea call , jz mov push , push mov push , mov cmp jz , mov add 
0906775c5b99f9dc9150653150d9d60d,000c323af5499a9ecfa1652def1ec13d7d037dea5b639323c93e95b2d0d1913c, AdWare, Win32, InstallCore, HEUR:AdWare.Win32.InstallCore.gen, 2019, cmp jz , mov lea , lea push , jz mov push , call mov mov 
39462b74baf4f148e1eea5648223f3e8,0006dad8a265704bceca5594839d59db2782d074ad145cb3d4f8fcc7559be1e7, Trojan, Win32, Cossta, Trojan.Win32.Cossta.hhy, 2017, pop retn , mov call , cmp jz , call mov mov , call push 
0ea56785870b698b12eb7d0410371f0f,00044f284939068bad557a548c46399fa2a43bdc3c7a0762d5b4b6c8f039f4f2, AdWare, Win32, Generic, HEUR:AdWare.Win32.Generic, 2014, push call , pop pop pop , lea push , cmp mov , mov push 
b9da226152b42b4353ebcdff10f2a984,000dcf720913e099fbcf67c37690d3bc15ffae1c6bd18e22a2c796a15812970c, Trojan-Downloader, JS, Iframe, Trojan-Downloader.JS.Iframe.deu, 2013, pop mov , mov pop , push mov mov , retn mov , jmp mov 
32d1b1d82b29ae6fca6329a174814743,0001bbeb2f827dd09fb383c15398ed029358a6819c1f1f64c70e9a4b20311855, Net-Worm, Win32, Allaple, Net-Worm.Win32.Allaple.e, 2014, mov call , mov xor , lea call , mov lea , push mov call 
a3fd7c2e71d0c59a55d6d29bd55257f0,00073c0a51f91029fe074cad43eeeaa409de27491dc36705320e7f8104cca408, Virus, Win32, Hidrag, Virus.Win32.Hidrag.a, 2014, mov mov mov mov , call pop , pop pop , test jz , mov mov mov 
8d12a5c24f2edcb415c036a419e01182,000930c8b7503050ea4c250effe57849e066141249f435fac7092ca7357f3acf, AdWare, Win32, MultiPlug, HEUR:AdWare.Win32.MultiPlug.heur, 2018, call push , pop pop pop , mov pop , push mov call , push lea 
23d8f274d60b42a452b193a3b62926fe,0004922d774acf44da62cb75b723413843e841e607de2332d69f381ccccd1091, ZaxarSetup, 4, 001, ZaxarSetup.4.001.430.exe, 2018, mov mov mov , mov call , push mov , call push , pop pop pop 
55af373fae5c269179ce0274e830fdc4,000f73fd45ec81e095ad9e6e34c2b8be4273f21bf33f0ca2e7f38c4ac1609ce3, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2020, jmp mov , mov call mov , cmp jnz , push call mov , mov lea 
d90d644dc87db148e2e543f884910422,0000f2e4254c44349dc317de3ca858930ed8a4951e3256679a0d47d6de268963, Virus, MSWord, Myna-based, Virus.MSWord.Myna-based, 2016, pop retn , jz mov , push mov call , push call mov , cmp jz mov 
77c1d37cb699f657631e36a4c02db5dc,000bf8899b47b0bc77683fd90c888b03c304610b8f46eccaf0db3e37b7886d56, Trojan, Win32, Delf, Trojan.Win32.Delf.gen, 2014, cmp jnz , jz mov push , mov mov mov mov , mov mov mov mov , push push push 
49cee362f29bac21f5aa24ad4585f293,000ce976d3da30672196a334bcd1fcac38ffdeb5f7b6bc8e9923d96f69dae9ab, Trojan, HTML, Agent, Trojan.HTML.Agent.pb, 2019, retn mov , mov xor , pop mov , jz mov push , call mov mov 
f3130dae2856cd37b8d6abd1c6993d04,00046f3a13b1f396e7f3bd2ba2fa925d302f0703dbde392a50f049021f424575, RiskTool, Win32, WFPDisabler, not-a-virus:RiskTool.Win32.WFPDisabler.a, 2009, call push , mov call , push push call , push push call , cmp jz mov 
9e02d8c4249786fce6b6ad4e9d985c8a,000335a2556aed5c19f5513be9f733c1e1c20f4036721c27bce1ca5362593d0b, AdWare, Win32, LMN, not-a-virus:AdWare.Win32.LMN.apm, 2013, call mov mov , call mov , mov push call , push mov mov , push push 
aacb0e8a0ea612b2cdbf14bbe331eb09,000d24182ac7535c4cc50db4587b945442f1f8de13c701f5c98b467f94d77383, AdWare, Win32, Generic, UDS:AdWare.Win32.Generic, 2017, mov cmp jz , mov test , mov cmp jz , cmp mov , mov mov 
190498000e1a59495d74255a8fb82e2d,00013ecef1407a0e48c874bd3bba163a918a4ba1cf8527819d95d45bf5903c61, Exploit, JS, Pdfka, UDS:Exploit.JS.Pdfka.fmg, 2016, lea push , call mov , pop mov , mov mov mov mov , push mov push 
b2c17103a2d529ecf0204250607b6b40,00021f7cefa8b976ce63671551df608998716d565ae269a12df9722214e2b8ce, AdWare, MSIL, DomaIQ, not-a-virus:AdWare.MSIL.DomaIQ.cher, 2018, push push , push call mov , mov test , push push , pop retn 
b1d50cad5509c0c99a4a8223dd1e6efa,00083985997a44c1337dbdc239f538c068fb25c2b6834a2969c5ce300fae6c97, Trojan-Downloader, JS, Agent, Trojan-Downloader.JS.Agent.hbs, 2019, mov mov mov , mov push mov , mov test , mov push mov , push mov 
15a8fd7612e6f89ae90a4cf1e32d6d39,0008eab19dab906efd09a0fac1d88a063132f2e5bc3dfba87e8e30f9f710a2b6, AdWare, Win32, Fiseria, not-a-virus:AdWare.Win32.Fiseria.is, 2017, xor mov , jnz mov , jz mov , cmp jnz , jz mov 
fe0aefccd317d808b8c21a450d8e881e,0001a9eb8aa10a633259c05e47456b77311d95bb01d8f1e764b6f5a27986bd49, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, jz mov push , mov mov mov mov , mov test , mov mov mov mov , mov push call 
a3d50c8ece552be86ba40b8b3b6c878d,000c7c2532743054a1e4701bd4ba537b86533533b8abc3da1156187c1f4f4e33, Backdoor, Win32, Androm, Backdoor.Win32.Androm.pjmd, 2019, cmp jz mov , mov pop , mov mov mov mov , push call , mov cmp 
d6cdb51905cbb55b213a90e3d70b02ae,000c16c094e6a673ab4e9c1288f0d0507f2b1352d2f25fb0e13ca5013361578e, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, pop pop , mov mov mov , call pop , lea call , push push call 
c890c53de21c371f873b4ad60cbd52d8,0006ae73ae1679a3fff48d27a9b5f52d291674be85b3187e0f2a3007114ec596, Downloader, NSIS, Morstar, HEUR:Downloader.NSIS.Morstar.gen, 2018, mov mov mov mov , pop pop pop , test jz , jmp mov , mov xor 
daab60b98d56f986e4ecefcd5047b59b,000a8c9fe62657ab48ae8593de60de5337e0e2f9343702b27e2675e55d2aa643, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2013, mov push push , cmp jnz , push call , pop retn , mov add 
37617c606ded1589e2b69e1f10e5d267,0002d1b6cb24b4cf53b5458dc98d86a36e2e458abcb4bd412881e5bbbf91449d, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2008, mov mov , cmp jz mov , mov cmp jz , lea mov , push push 
b7541cd84dc468f6baadc2bb801053da,000ccd7ebd832733a580b019d99b8f7d6d722ca403fa871a336cec0353022ccd, Trojan, Win32, AntiFW, Trojan.Win32.AntiFW.a, 2014, retn mov , mov push , call mov , jz mov push , push push 
ff3b0dea1ab308d214b6cb777f72be3b,00076759b53799d973e35206ccbeb2bccebb249cc48a4542b2e15b53cb3e9fdd, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2012, call push , cmp jz , cmp jnz , cmp jz , mov push mov 
725e9da715234f0aa62670737b6a6e80,00019ceeffdd908d15e6756cb37ac662ac60ec6d6534de31649a06d9cee7858d, Exploit, JS, Pdfka, Exploit.JS.Pdfka.fcf, 2016, mov cmp , mov push mov , lea push , mov push mov , push push push 
2262770b55e23f1acd95661f0708cc7c,000e56b1a5e2c298828dc36648a6e0a960f2e577feca0f245509c8b77908185d, Trojan-Downloader, JS, IFrame, Trojan-Downloader.JS.IFrame.cwy, 2013, lea push , mov pop , push call , mov mov mov mov , mov test 
617b954fe592f6b32705a151017191b0,000a972aa26d6d26924edb14d0fba1af10a4c98dbe8963de6db1b1fd45729def, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2015, mov push call , mov cmp , lea call , jnz mov , cmp jz mov 
9494cd9bfce51d6eb053293d3f8e1e4c,00076855607ff07f054d06ee790a90711aa707d6e86e3523b156ed1ec514ac65, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2009, lea push , retn mov , push push call , mov push push , mov jmp 
797a3e833f0ba2de6131c0771521dd0b,0001020eb11ae46894135654bdc4447d4348fd79f0b65b6a842aea2b1b0bd8f4, Backdoor, Win32, Bifrose, Backdoor.Win32.Bifrose.fxv, 2018, push push push , push mov , lea call , mov jmp , mov cmp jz 
7bd12f0321290bb8b98366ac27be59b7,00074ae91252de5ac987f61cc7eea751b39d59865dd710f06e359be666117308, Trojan-Downloader, JS, Agent, Trojan-Downloader.JS.Agent.hbs, 2016, xor mov , push call , cmp jz , cmp mov , jz mov push 
83dbf1685eb87b3475b7c9698e35d11f,0000b50b09c203d7199bab294711eef766d4a3857ec574e08336ded6aeb5d954, AdWare, NSIS, Agent, not-a-virus:AdWare.NSIS.Agent.bk, 2017, test jz , lea call , mov call , push mov call , push mov mov 
48b13ef06c86f2de9e3110b3471444bf,000a0f3537b5dd13db3b9757143538e0a791198c283fa3ec96cc0b43ba511c8a, Trojan-Spy, Win32, DelfTokz, VHO:Trojan-Spy.Win32.DelfTokz.gen, 2018, push mov , push push push , mov pop , mov mov , pop pop 
fb45770814664d1200759e245850d070,000441eadad901df4476a8aadad779c29c66b02717cab94a9f47a391088687a3, Net-Worm, Win32, Allaple, Net-Worm.Win32.Allaple.e, 2018, mov test , lea call , push lea , mov jmp , pop pop 
ed9f1180bbd27e5056db812c8c0b3919,0003300d0ac56b1ba8c123e5854e3a6b7eecd4f5f5f64506546268f1e87ffaab, Downloader, Win32, Agent, not-a-virus:Downloader.Win32.Agent.ihc, 2017, push lea , lea push , push call mov , mov call mov , mov add 
35ffbda076f73310999c3d11e28cc082,000fe60b728dbb9a940930cb080d0ca9a36bd1db009b335ecce7e44dd18a501a, Worm, Win32, WBNA, Worm.Win32.WBNA.bul, 2013, test jz , push mov call , test jz , jnz mov , cmp jz 
22f1ff004f10248cc578995352b2e650,00022f0ca74761d5a32a061f269f5a032a002ac19d3983336b80dd426e5cbc3d, Virus, Win32, Nimnul, Virus.Win32.Nimnul.a, 2015, pop retn , push mov , mov mov cmp , mov lea , push push call 
aaf71367c072168df0216a409053e3f2,000e4227ae57bd1f399d396f6fe3fbc425612443968f1bed82e742c3756f29cb, Trojan, Win32, Agent2, Trojan.Win32.Agent2.dors, 2011, mov push push , push push mov , push push call , mov pop , push push mov 
177b8bea6e69f897d5eceb51d118a752,000be8cd41f13d558d1c32f5e49284529148c331835095ae2830ced9bc4381fe, AdWare, Win32, Ocna, HEUR:AdWare.Win32.Ocna.gen, 2013, pop retn , mov pop , pop pop pop , mov xor , push push call 
e71b60d4b996be6d7ea9d787bc8afd41,00068058b6aab3d6975bc7ac339574a26ffdfacb49a72b6f4478b61313a243ee, AdWare, Win32, TryMedia, HEUR:AdWare.Win32.TryMedia.gen, 2018, jz mov push , retn mov , mov push call , mov push mov , mov push call 
50717002f0a745f13d6796e0e0c5b1a0,00057e47b269b15fb1729df376404953fb687041a4fd4db677d0f3af1ab9627b, AdWare, Win32, MultiPlug, not-a-virus:AdWare.Win32.MultiPlug.offm, 2018, retn mov , pop pop , mov push mov , mov mov , push push push 
40343bdcd003231c3b66f9f8522ca887,00071f433863c8ee2298b1ece3253ba371c8ba446d4584605c43d42e40acae3d, Packed, Win32, Black, Packed.Win32.Black.a, 2013, pop pop pop , mov test , push mov mov , mov cmp , mov jmp 
8384c0b8e81c0a079d95e2be83dae2e6,000e3a201300faceb5c7eb9f155dc27ffac92c59eb7d82453f834e44ee8b473b, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, lea push , test jz , xor mov , push push mov , pop pop 
ea17b33693d3cd15af1a005613becd21,0009abcc8ad25d492558d03a496daf5e03e0bb6e9467828994dc1337e8138d13, Trojan, MSIL, Crypt, HEUR:Trojan.MSIL.Crypt.gen, 2019, mov test , lea push , cmp jnz , retn mov , push mov push 
1d4982f2034ece3eb233b4412c49fbb9,000bc2f2bcef9208e3996d292437f442724b79e82a0d10586af5d35dc9f99569, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, mov lea , test jz , mov push push , push lea , push call mov 
b03a87071e638bd49fee1a68485679ea,000172b1a5b18c15e26fb1eab0e5e08c406f7ddc369bea5c5128fee2c56511bc, Trojan, JS, Redirector, Trojan.JS.Redirector.afa, 2018, pop mov , retn mov , cmp jz , mov test , mov mov 
5891c692aed3835acd8fbba1b2bd1bcd,0001f8ffa36eb259a1b2051f668d735d46069f721470b9d2ca6ca1fc8067e12e, Worm, Win32, VBNA, Worm.Win32.VBNA.b, 2012, jmp mov , pop mov , call push , mov push , pop pop pop 
9a0202fdf364ffbe61207119c5874cbe,0003b9f9f5da782772afc3b43270556c62df0b76fd7b43daa7938830fd015ed8, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2013, push call , push push , lea mov , pop pop pop , mov add 
2237e31c37b52d8b15e93bad3006d9a0,0009a784f8f831a9759288940107232f7d050f5e9e62becfd6bb756dfcacc463, Downloader, Win32, Solimba, not-a-virus:Downloader.Win32.Solimba.a, 2014, pop retn , mov cmp jz , mov cmp jz , call mov , mov mov mov 
34111f11fd20369fef7a4a05796c6963,000812d2666ff32e9cf04ce5dd92be0b54356f6b8e4e205b7bd29b25ee3c130f, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2011, push mov , mov mov , pop pop , mov pop , jz mov push 
460f0e5e01371b6ce2f2476bf8645dd5,0006ee1998bf817a74c58a1f2b9e5d61375f6535c92d4767576324f90d00754c, Trojan, HTML, Agent, Trojan.HTML.Agent.pb, 2019, push call mov , mov pop , xor mov , mov push , mov mov mov mov 
14f3308d032c3a6d8887f15b02c3eb07,000ea11fa8075cd497f8e35f44ec681fc8685a67311cfb67b94ee9169f866567, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2014, mov call , mov mov mov , push mov mov , mov call mov , jnz mov 
f8d1ef4a9d4911e80696d24397c8cc9d,00026bd265983a43226213f953ee3ba450b6ae787a5b07984d89e03836bb7d30, Virus, Win32, Lamer, Virus.Win32.Lamer.el, 2018, call mov mov , push mov push , test jz , jz mov , jnz mov 
885a7d720e983433572bc8b67ab5da46,000f332802b30c11a19a3e7c979ccb538ac004256aa98c12c6a662bd33081455, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2016, push mov , lea mov , mov lea , pop mov , mov push mov 
1fa00c052c5022e82a5bd5bfa621b79a,000e0a2828de66bd145b566c59a378223cc38cba10343d3f411299d50f98f8ac, Backdoor, Win32, Zegost, Backdoor.Win32.Zegost.sfo, 2013, push mov call , lea push , mov mov mov , cmp mov , push call mov 
7e97fe5c66a889eb09c987d4c549e629,0001935b520427ac6f9c7bfe18f7a25cf6a2a1ec3e32a92bb553c2187c892fae, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, mov mov mov , mov test , push push push , cmp mov , pop pop 
7bf5ea6ec7cb186cd5f3401a4f13f456,0004e9fd74c5933c1e6e7b5a25288a2c123d31041c0e3c9d5d2bed4e6ba174dc, Hoax, Win32, FlashApp, Hoax.Win32.FlashApp.HEUR, 2011, jz mov , mov push push , push mov call , mov test , lea mov 
